   1.2092038e+02   3.7163057e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.8490503e+02   3.7214246e+02   1.0000000e+00   0.0000000e+00   0.0000000e+00
   4.4032537e+02   3.6720299e+02   2.0000000e+00   0.0000000e+00   0.0000000e+00
   5.9403738e+02   3.6979128e+02   3.0000000e+00   0.0000000e+00   0.0000000e+00
   1.4980465e+02   2.7216279e+02   0.0000000e+00   1.0000000e+00   0.0000000e+00
   2.7504688e+02   2.7377083e+02   1.0000000e+00   1.0000000e+00   0.0000000e+00
   4.0092627e+02   2.7524424e+02   2.0000000e+00   1.0000000e+00   0.0000000e+00
   5.2175843e+02   2.7637640e+02   3.0000000e+00   1.0000000e+00   0.0000000e+00
   1.6700000e+02   2.0900752e+02   0.0000000e+00   2.0000000e+00   0.0000000e+00
   2.7178378e+02   2.1008108e+02   1.0000000e+00   2.0000000e+00   0.0000000e+00
   3.7277273e+02   2.1183333e+02   2.0000000e+00   2.0000000e+00   0.0000000e+00
   4.7190441e+02   2.1417647e+02   3.0000000e+00   2.0000000e+00   0.0000000e+00
   1.8048000e+02   1.6420000e+02   0.0000000e+00   3.0000000e+00   0.0000000e+00
   2.6659184e+02   1.6600000e+02   1.0000000e+00   3.0000000e+00   0.0000000e+00
   3.5386000e+02   1.6768000e+02   2.0000000e+00   3.0000000e+00   0.0000000e+00
   4.3856075e+02   1.7040187e+02   3.0000000e+00   3.0000000e+00   0.0000000e+00
   1.9056000e+02   1.3206000e+02   0.0000000e+00   4.0000000e+00   0.0000000e+00
   2.6409804e+02   1.3401961e+02   1.0000000e+00   4.0000000e+00   0.0000000e+00
   3.3957143e+02   1.3692857e+02   2.0000000e+00   4.0000000e+00   0.0000000e+00
   4.1420588e+02   1.3814706e+02   3.0000000e+00   4.0000000e+00   0.0000000e+00
